month	state	Avian-Domestic-Other	Avian-Wild	Cattle	Chicken	Human	Nonhuman-mammal	Turkey	Unknown
2022-12	Maricopa County, AZ	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2022-12	NC	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
2022-12	NE	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
2022-12	NM	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2022-12	NV	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2022-12	NY	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
2022-12	OR	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
2022-12	PA	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
2022-12	SC	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
2022-12	SD	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
2022-12	TN	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2022-12	TX	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2022-12	USA	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0
2022-12	VA	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
2022-12	WA	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
2022-12	WY	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-01	AL	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-01	AR	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-01	AZ	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-01	CA	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-01	CO	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-01	FL	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-01	IA	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-01	ID	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-01	IN	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-01	MA	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-01	ME	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-01	MI	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-01	MN	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-01	MO	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-01	MS	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-01	MT	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-01	NC	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-01	NE	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-01	NM	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-01	NV	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-01	NY	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-01	OR	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-01	PA	0.0	19.0	0.0	1.0	0.0	0.0	0.0	0.0
2023-01	SC	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-01	SD	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-01	TX	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-01	USA	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-01	UT	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-01	VA	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-01	WA	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-01	WY	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-02	CO	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-02	LA	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-02	MA	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-02	ME	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-02	NC	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-02	NH	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-02	NY	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-02	PA	0.0	35.0	0.0	4.0	0.0	0.0	0.0	0.0
2023-02	RI	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-02	SC	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-02	SD	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-02	USA	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-02	VA	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-03	MA	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-03	MN	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-03	NH	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-03	NY	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-03	PA	0.0	22.0	0.0	2.0	0.0	0.0	4.0	0.0
2023-04	MA	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-04	ND	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-04	NY	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
2023-05	MA	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-05	ME	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-07	AK	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-07	CA	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-07	WA	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-08	AK	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-08	WA	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-09	CO	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-09	ID	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-09	LA	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-09	MN	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-09	MT	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-09	NY	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-09	OR	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-09	USA	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-10	CO	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-10	KS	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-10	MN	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-10	OH	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-10	OR	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-10	TX	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-10	Torres	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-10	USA	0.0	11.0	0.0	8.0	0.0	0.0	14.0	0.0
2023-11	OH	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-11	USA	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-12	AL	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-12	FL	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
2023-12	MA	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-12	ME	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-12	NH	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-12	USA	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
2023-12	WA	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-01	CA	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-01	MA	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-01	ME	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-01	MT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
2024-01	NC	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-01	SC	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-01	UT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
2024-02	CA	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-02	CO	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-02	IL	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-02	IN	0.0	1.0	0.0	6.0	0.0	0.0	0.0	0.0
2024-02	MA	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-02	MD	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
2024-02	MN	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0
2024-02	MO	0.0	2.0	0.0	0.0	0.0	0.0	11.0	0.0
2024-02	NC	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-02	NH	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-02	NM	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-02	OH	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
2024-02	OR	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-02	UT	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-02	WA	0.0	1.0	0.0	0.0	6.0	5.0	0.0	0.0
2024-03	IA	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-03	IN	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-03	KS	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
2024-03	MA	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-03	MN	0.0	0.0	0.0	4.0	15.0	14.0	2.0	0.0
2024-03	MT	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0
2024-03	NM	0.0	0.0	3.0	0.0	1.0	2.0	0.0	0.0
2024-03	OR	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0
2024-03	RI	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-03	SD	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
2024-03	TX	0.0	2.0	5.0	1.0	0.0	3.0	0.0	0.0
2024-03	VA	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-03	WA	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-04	GA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
2024-04	KS	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0
2024-04	MA	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-04	MI	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0
2024-04	MN	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
2024-04	MT	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
2024-04	NC	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
2024-04	NM	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
2024-04	OK	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
2024-04	RI	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-04	SD	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
2024-04	TX	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
2024-04	VA	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-05	DE	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-05	GA	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
2024-05	MA	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-05	MI	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
2024-06	CO	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
2024-06	ID	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
2024-06	KY	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
2024-06	MI	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
2024-06	MO	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
2024-06	SD	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
2024-06	TX	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
2024-07	CO	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0
2024-07	ID	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
2024-08	GA	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0
2024-08	MO	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
2024-09	CA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
2024-09	FL	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0
2024-10	?	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-10	CA	0.0	0.0	0.0	2.0	5.0	0.0	0.0	0.0
2024-10	FL	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0
2024-10	MT	0.0	0.0	0.0	4.0	7.0	0.0	0.0	0.0
2024-10	OR	1.0	4.0	0.0	2.0	5.0	0.0	0.0	0.0
2024-10	PA	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
2024-10	WA	0.0	2.0	0.0	12.0	5.0	0.0	0.0	0.0
2024-11	AK	0.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0
2024-11	AZ	0.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0
2024-11	CA	0.0	18.0	0.0	3.0	6.0	0.0	1.0	0.0
2024-11	FL	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-11	HI	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-11	ID	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0
2024-11	IL	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-11	KS	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-11	LA	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-11	MN	0.0	3.0	0.0	0.0	0.0	0.0	14.0	0.0
2024-11	ND	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
2024-11	OK	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
2024-11	OR	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0
2024-11	SD	0.0	0.0	0.0	1.0	0.0	0.0	7.0	0.0
2024-11	TN	0.0	7.0	0.0	3.0	0.0	0.0	0.0	0.0
2024-11	TX	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-11	UT	0.0	1.0	0.0	3.0	0.0	0.0	4.0	0.0
2024-11	WA	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0
2024-12	AL	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0
2024-12	AR	0.0	3.0	0.0	11.0	0.0	0.0	0.0	0.0
2024-12	AZ	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0
2024-12	Brookings	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
2024-12	CA	0.0	7.0	0.0	29.0	1.0	0.0	0.0	0.0
2024-12	CO	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
2024-12	GA	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-12	IA	0.0	2.0	0.0	14.0	1.0	0.0	6.0	0.0
2024-12	ID	0.0	1.0	0.0	7.0	0.0	0.0	3.0	0.0
2024-12	IL	0.0	3.0	0.0	0.0	0.0	0.0	6.0	0.0
2024-12	KS	0.0	22.0	0.0	8.0	2.0	0.0	1.0	0.0
2024-12	KY	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-12	LA	0.0	4.0	0.0	5.0	2.0	0.0	0.0	0.0
2024-12	MI	0.0	0.0	0.0	1.0	0.0	0.0	7.0	0.0
2024-12	MN	0.0	2.0	0.0	3.0	2.0	0.0	10.0	0.0
2024-12	MO	0.0	2.0	0.0	10.0	0.0	0.0	4.0	0.0
2024-12	MS	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
2024-12	NC	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-12	NE	0.0	2.0	0.0	6.0	0.0	0.0	9.0	0.0
2024-12	OH	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0
2024-12	OK	0.0	0.0	0.0	3.0	0.0	0.0	7.0	0.0
2024-12	OR	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
2024-12	PR	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
2024-12	SC	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2024-12	SD	0.0	1.0	0.0	1.0	2.0	0.0	23.0	0.0
2024-12	TN	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0
2024-12	VT	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
2024-12	WA	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
2024-12	WI	0.0	0.0	0.0	1.0	1.0	0.0	5.0	0.0
2024-12	WV	0.0	1.0	0.0	11.0	0.0	0.0	1.0	0.0
2024-12	WY	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
2025-01	AR	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01	AZ	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01	CA	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01	CO	0.0	9.0	0.0	2.0	0.0	0.0	0.0	0.0
2025-01	CT	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01	DE	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
2025-01	FL	0.0	4.0	0.0	5.0	0.0	0.0	0.0	0.0
2025-01	GA	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
2025-01	IA	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0
2025-01	ID	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
2025-01	IL	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01	IN	0.0	0.0	0.0	11.0	0.0	0.0	8.0	0.0
2025-01	KY	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01	LA	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01	MA	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01	MD	0.0	7.0	0.0	4.0	0.0	0.0	0.0	0.0
2025-01	MI	0.0	30.0	0.0	1.0	0.0	0.0	4.0	0.0
2025-01	MN	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01	MO	0.0	0.0	0.0	6.0	1.0	0.0	11.0	0.0
2025-01	MS	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01	NC	0.0	0.0	0.0	2.0	0.0	0.0	7.0	0.0
2025-01	ND	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01	NE	0.0	4.0	0.0	3.0	0.0	0.0	1.0	0.0
2025-01	NH	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01	NJ	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01	NV	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
2025-01	NY	0.0	44.0	0.0	4.0	0.0	0.0	0.0	0.0
2025-01	OH	0.0	8.0	0.0	10.0	0.0	0.0	54.0	0.0
2025-01	OR	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0
2025-01	PA	0.0	36.0	0.0	10.0	0.0	0.0	1.0	0.0
2025-01	SC	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01	SD	1.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0
2025-01	Sonora	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01	TN	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01	TX	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01	UT	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01	VA	0.0	9.0	0.0	1.0	0.0	0.0	1.0	0.0
2025-01	VT	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01	WV	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01	WY	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01	Zell	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
2025-02	AZ	0.0	1.0	0.0	9.0	0.0	0.0	0.0	0.0
2025-02	British_Columbia	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
2025-02	CA	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
2025-02	CO	0.0	6.0	0.0	6.0	1.0	0.0	0.0	0.0
2025-02	CT	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-02	DE	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
2025-02	Durango	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
2025-02	FL	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
2025-02	IA	0.0	0.0	0.0	1.0	0.0	0.0	6.0	0.0
2025-02	IN	0.0	6.0	0.0	19.0	0.0	0.0	12.0	0.0
2025-02	KS	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0
2025-02	LA	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
2025-02	MA	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
2025-02	ME	0.0	5.0	0.0	6.0	0.0	0.0	0.0	0.0
2025-02	MI	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0
2025-02	MN	0.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0
2025-02	MO	0.0	0.0	0.0	2.0	0.0	0.0	9.0	0.0
2025-02	NC	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
2025-02	NE	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
2025-02	NJ	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-02	NM	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
2025-02	NV	0.0	0.0	6.0	1.0	1.0	0.0	0.0	0.0
2025-02	NY	0.0	11.0	0.0	17.0	0.0	0.0	0.0	0.0
2025-02	OH	0.0	5.0	0.0	31.0	1.0	0.0	20.0	0.0
2025-02	PA	0.0	30.0	0.0	17.0	0.0	0.0	10.0	0.0
2025-02	SD	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
2025-02	WA	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-02	WY	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
2025-03	CA	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
2025-03	CO	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
2025-03	FL	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
2025-03	IA	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
2025-03	IL	0.0	0.0	0.0	2.0	0.0	0.0	6.0	0.0
2025-03	IN	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
2025-03	KS	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
2025-03	MD	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
2025-03	MI	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
2025-03	MO	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
2025-03	MT	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0
2025-03	NE	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
2025-03	NJ	0.0	3.0	0.0	11.0	0.0	0.0	0.0	0.0
2025-03	NM	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
2025-03	NV	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
2025-03	NY	0.0	16.0	0.0	22.0	0.0	0.0	0.0	0.0
2025-03	OK	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-03	PA	0.0	2.0	0.0	13.0	0.0	0.0	1.0	0.0
2025-04	MN	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0
2025-04	ND	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
2025-04	NY	0.0	5.0	0.0	3.0	0.0	0.0	0.0	0.0
