time,county_code,present,event,delta
2024-12-11 05:00:00+00:00,6037,1,14,60
2024-12-11 05:00:00+00:00,6085,1,11,60
2024-12-11 05:00:00+00:00,49035,1,29,60
2024-12-11 05:00:00+00:00,6113,1,30,60
2024-12-11 05:00:00+00:00,6047,1,16,60
2024-12-11 05:00:00+00:00,6053,1,25,60
2024-12-12 05:00:00+00:00,6075,1,10,60
2024-12-12 05:00:00+00:00,6071,1,15,60
2024-12-12 05:00:00+00:00,6081,1,12,60
2024-12-12 05:00:00+00:00,6079,1,21,60
2024-12-12 05:00:00+00:00,6067,1,13,60
2024-12-12 05:00:00+00:00,6085,1,11,60
2024-12-13 05:00:00+00:00,6099,1,9,60
2024-12-13 05:00:00+00:00,6085,1,11,60
2024-12-13 05:00:00+00:00,6055,1,17,60
2024-12-13 05:00:00+00:00,6067,1,13,60
2024-12-13 05:00:00+00:00,6075,1,10,60
2024-12-13 05:00:00+00:00,6053,1,25,60
2024-12-13 05:00:00+00:00,6081,1,12,60
2024-12-13 05:00:00+00:00,6113,1,30,60
2024-12-13 05:00:00+00:00,6065,1,20,60
2024-12-14 05:00:00+00:00,6067,1,13,60
2024-12-14 05:00:00+00:00,6085,1,11,60
2024-12-14 05:00:00+00:00,6081,1,12,60
2024-12-14 05:00:00+00:00,6075,1,10,60
2024-12-15 05:00:00+00:00,6053,1,25,60
2024-12-15 05:00:00+00:00,6085,1,11,60
2024-12-15 05:00:00+00:00,6037,1,14,60
2024-12-15 05:00:00+00:00,6097,1,24,60
2024-12-15 05:00:00+00:00,6081,1,12,60
2024-12-15 05:00:00+00:00,6067,1,13,60
2024-12-15 05:00:00+00:00,6075,1,10,60
2024-12-16 05:00:00+00:00,6067,1,13,60
2024-12-16 05:00:00+00:00,6079,1,21,60
2024-12-16 05:00:00+00:00,6075,1,10,60
2024-12-16 05:00:00+00:00,6055,1,17,60
2024-12-16 05:00:00+00:00,6113,1,30,60
2024-12-16 05:00:00+00:00,6037,1,14,60
2024-12-16 05:00:00+00:00,6047,1,16,60
2024-12-16 05:00:00+00:00,6071,1,15,60
2024-12-16 05:00:00+00:00,6081,1,12,60
2024-12-16 05:00:00+00:00,6099,1,9,60
2024-12-16 05:00:00+00:00,6065,1,20,60
2024-12-16 05:00:00+00:00,6085,1,11,60
2024-12-17 05:00:00+00:00,6041,1,26,60
2024-12-17 05:00:00+00:00,6067,1,13,60
2024-12-17 05:00:00+00:00,6097,1,24,60
2024-12-17 05:00:00+00:00,6079,1,21,60
2024-12-17 05:00:00+00:00,6081,1,12,60
2024-12-17 05:00:00+00:00,6075,1,10,60
2024-12-17 05:00:00+00:00,6037,1,14,60
2024-12-17 05:00:00+00:00,6085,1,11,60
2024-12-17 05:00:00+00:00,6001,1,31,60
2024-12-18 05:00:00+00:00,6037,1,14,60
2024-12-18 05:00:00+00:00,6047,1,16,60
2024-12-18 05:00:00+00:00,6113,1,30,60
2024-12-18 05:00:00+00:00,6067,1,13,60
2024-12-18 05:00:00+00:00,6081,1,12,60
2024-12-18 05:00:00+00:00,6099,1,9,60
2024-12-18 05:00:00+00:00,6053,1,25,60
2024-12-18 05:00:00+00:00,6055,1,17,60
2024-12-18 05:00:00+00:00,6075,1,10,60
2024-12-18 05:00:00+00:00,6085,1,11,60
2024-12-18 05:00:00+00:00,6097,1,24,60
2024-12-18 05:00:00+00:00,6065,1,20,60
2024-12-18 05:00:00+00:00,6071,1,15,60
2024-12-19 05:00:00+00:00,6081,1,12,60
2024-12-19 05:00:00+00:00,6071,1,15,60
2024-12-19 05:00:00+00:00,6067,1,13,60
2024-12-19 05:00:00+00:00,6001,1,31,60
2024-12-19 05:00:00+00:00,6085,1,11,60
2024-12-19 05:00:00+00:00,6079,1,21,60
2024-12-19 05:00:00+00:00,6075,1,10,60
2024-12-20 05:00:00+00:00,6055,1,17,60
2024-12-20 05:00:00+00:00,6113,1,30,60
2024-12-20 05:00:00+00:00,6099,1,9,60
2024-12-20 05:00:00+00:00,6047,1,16,60
2024-12-20 05:00:00+00:00,6041,1,26,60
2024-12-20 05:00:00+00:00,6081,1,12,60
2024-12-20 05:00:00+00:00,6053,1,25,60
2024-12-20 05:00:00+00:00,6067,1,13,60
2024-12-20 05:00:00+00:00,6065,1,20,60
2024-12-20 05:00:00+00:00,6085,1,11,60
2024-12-20 05:00:00+00:00,6075,1,10,60
2024-12-21 05:00:00+00:00,6075,1,10,60
2024-12-21 05:00:00+00:00,6085,1,11,60
2024-12-21 05:00:00+00:00,6067,1,13,60
2024-12-21 05:00:00+00:00,6081,1,12,60
2024-12-22 05:00:00+00:00,6037,1,14,60
2024-12-22 05:00:00+00:00,6067,1,13,60
2024-12-22 05:00:00+00:00,6097,1,24,60
2024-12-22 05:00:00+00:00,6041,1,26,60
2024-12-22 05:00:00+00:00,6081,1,12,60
2024-12-22 05:00:00+00:00,6085,1,11,60
2024-12-22 05:00:00+00:00,6075,1,10,60
2024-12-23 05:00:00+00:00,6065,1,20,60
2024-12-23 05:00:00+00:00,6055,1,17,60
2024-12-23 05:00:00+00:00,6067,1,13,60
2024-12-23 05:00:00+00:00,6071,1,15,60
2024-12-23 05:00:00+00:00,6047,1,16,60
2024-12-23 05:00:00+00:00,6053,1,25,60
2024-12-23 05:00:00+00:00,6081,1,12,60
2024-12-23 05:00:00+00:00,6075,1,10,60
2024-12-23 05:00:00+00:00,6079,1,21,60
2024-12-23 05:00:00+00:00,6037,1,14,60
2024-12-23 05:00:00+00:00,6041,1,26,60
2024-12-23 05:00:00+00:00,6113,1,30,60
2024-12-23 05:00:00+00:00,6085,1,11,60
2024-12-23 05:00:00+00:00,6099,1,9,60
2024-12-24 05:00:00+00:00,6085,1,11,60
2024-12-24 05:00:00+00:00,6075,1,10,60
2024-12-24 05:00:00+00:00,6067,1,13,60
2024-12-24 05:00:00+00:00,6081,1,12,60
2024-12-24 05:00:00+00:00,6097,1,24,60
2024-12-24 05:00:00+00:00,6071,1,15,60
2024-12-25 05:00:00+00:00,6047,1,16,60
2024-12-25 05:00:00+00:00,6067,1,13,60
2024-12-25 05:00:00+00:00,6099,1,9,60
2024-12-25 05:00:00+00:00,6085,1,11,60
2024-12-25 05:00:00+00:00,6037,1,14,60
2024-12-25 05:00:00+00:00,6055,1,17,60
2024-12-25 05:00:00+00:00,6081,1,12,60
2024-12-25 05:00:00+00:00,6097,1,24,60
2024-12-25 05:00:00+00:00,6095,1,22,60
2024-12-25 05:00:00+00:00,6075,1,10,60
2024-12-25 05:00:00+00:00,6113,1,30,60
2024-12-26 05:00:00+00:00,6081,1,12,60
2024-12-26 05:00:00+00:00,6075,1,10,60
2024-12-26 05:00:00+00:00,6085,1,11,60
2024-12-26 05:00:00+00:00,6079,1,21,60
2024-12-26 05:00:00+00:00,6067,1,13,60
2024-12-26 05:00:00+00:00,6095,1,22,60
2024-12-26 05:00:00+00:00,6001,1,31,60
2024-12-27 05:00:00+00:00,6113,1,30,60
2024-12-27 05:00:00+00:00,6067,1,13,60
2024-12-27 05:00:00+00:00,6099,1,9,60
2024-12-27 05:00:00+00:00,6047,1,16,60
2024-12-27 05:00:00+00:00,6055,1,17,60
2024-12-27 05:00:00+00:00,6053,1,25,60
2024-12-27 05:00:00+00:00,6085,1,11,60
2024-12-27 05:00:00+00:00,6041,1,26,60
2024-12-27 05:00:00+00:00,6081,1,12,60
2024-12-27 05:00:00+00:00,6075,1,10,60
2024-12-28 05:00:00+00:00,6081,1,12,60
2024-12-28 05:00:00+00:00,6075,1,10,60
2024-12-28 05:00:00+00:00,6085,1,11,60
2024-12-28 05:00:00+00:00,6067,1,13,60
2024-12-29 05:00:00+00:00,6067,1,13,60
2024-12-29 05:00:00+00:00,6087,1,23,60
2024-12-29 05:00:00+00:00,6097,1,24,60
2024-12-29 05:00:00+00:00,6085,1,11,60
2024-12-29 05:00:00+00:00,6037,1,14,60
2024-12-29 05:00:00+00:00,6081,1,12,60
2024-12-29 05:00:00+00:00,6075,1,10,60
2024-12-30 05:00:00+00:00,6113,1,30,60
2024-12-30 05:00:00+00:00,6099,1,9,60
2024-12-30 05:00:00+00:00,6075,1,10,60
2024-12-30 05:00:00+00:00,6053,1,25,60
2024-12-30 05:00:00+00:00,6037,1,14,60
2024-12-30 05:00:00+00:00,6047,1,16,60
2024-12-30 05:00:00+00:00,6081,1,12,60
2024-12-30 05:00:00+00:00,6079,1,21,60
2024-12-30 05:00:00+00:00,6055,1,17,60
2024-12-30 05:00:00+00:00,6071,1,15,60
2024-12-30 05:00:00+00:00,6041,1,26,60
2024-12-30 05:00:00+00:00,6067,1,13,60
2024-12-30 05:00:00+00:00,6085,1,11,60
2024-12-31 05:00:00+00:00,6097,1,24,60
2024-12-31 05:00:00+00:00,6081,1,12,60
2024-12-31 05:00:00+00:00,6087,1,23,60
2024-12-31 05:00:00+00:00,6075,1,10,60
2024-12-31 05:00:00+00:00,6067,1,13,60
2024-12-31 05:00:00+00:00,6079,1,21,60
2024-12-31 05:00:00+00:00,6071,1,15,60
2024-12-31 05:00:00+00:00,6085,1,11,60
2025-01-01 05:00:00+00:00,6047,1,16,60
2025-01-01 05:00:00+00:00,6085,1,11,60
2025-01-01 05:00:00+00:00,6037,1,14,60
2025-01-01 05:00:00+00:00,6081,1,12,60
2025-01-01 05:00:00+00:00,6075,1,10,60
2025-01-01 05:00:00+00:00,6113,1,30,60
2025-01-01 05:00:00+00:00,6097,1,24,60
2025-01-01 05:00:00+00:00,6055,1,17,60
2025-01-01 05:00:00+00:00,6099,1,9,60
2025-01-01 05:00:00+00:00,6095,1,22,60
2025-01-01 05:00:00+00:00,6067,1,13,60
2025-01-02 05:00:00+00:00,6085,1,11,60
2025-01-02 05:00:00+00:00,6095,1,22,60
2025-01-02 05:00:00+00:00,6071,1,15,60
2025-01-02 05:00:00+00:00,6041,1,26,60
2025-01-02 05:00:00+00:00,6067,1,13,60
2025-01-02 05:00:00+00:00,6079,1,21,60
2025-01-02 05:00:00+00:00,6087,1,23,60
2025-01-02 05:00:00+00:00,6075,1,10,60
2025-01-02 05:00:00+00:00,6001,1,31,60
2025-01-02 05:00:00+00:00,6081,1,12,60
2025-01-03 05:00:00+00:00,6053,1,25,60
2025-01-03 05:00:00+00:00,6081,1,12,60
2025-01-03 05:00:00+00:00,6075,1,10,60
2025-01-03 05:00:00+00:00,6085,1,11,60
2025-01-03 05:00:00+00:00,6083,1,18,60
2025-01-03 05:00:00+00:00,6099,1,9,60
2025-01-03 05:00:00+00:00,6055,1,17,60
2025-01-03 05:00:00+00:00,6047,1,16,60
2025-01-03 05:00:00+00:00,6067,1,13,60
2025-01-04 05:00:00+00:00,6085,1,11,60
2025-01-04 05:00:00+00:00,6067,1,13,60
2025-01-04 05:00:00+00:00,6081,1,12,60
2025-01-04 05:00:00+00:00,6075,1,10,60
2025-01-05 05:00:00+00:00,6081,1,12,60
2025-01-05 05:00:00+00:00,6097,1,24,60
2025-01-05 05:00:00+00:00,6087,1,23,60
2025-01-05 05:00:00+00:00,6067,1,13,60
2025-01-05 05:00:00+00:00,6085,1,11,60
2025-01-05 05:00:00+00:00,6037,1,14,60
2025-01-05 05:00:00+00:00,6075,1,10,60
2025-01-06 05:00:00+00:00,6087,1,23,60
2025-01-06 05:00:00+00:00,6071,1,15,60
2025-01-06 05:00:00+00:00,6085,1,11,60
2025-01-06 05:00:00+00:00,6037,1,14,60
2025-01-06 05:00:00+00:00,6055,1,17,60
2025-01-06 05:00:00+00:00,6079,1,21,60
2025-01-06 05:00:00+00:00,6053,1,25,60
2025-01-06 05:00:00+00:00,6067,1,13,60
2025-01-06 05:00:00+00:00,6081,1,12,60
2025-01-06 05:00:00+00:00,6075,1,10,60
2025-01-06 05:00:00+00:00,6083,1,18,60
2025-01-06 05:00:00+00:00,6113,1,30,60
2025-01-06 05:00:00+00:00,6047,1,16,60
2025-01-06 05:00:00+00:00,6099,1,9,60
2025-01-06 05:00:00+00:00,6041,1,26,60
2025-01-07 05:00:00+00:00,6085,1,11,60
2025-01-07 05:00:00+00:00,6067,1,13,60
2025-01-07 05:00:00+00:00,6097,1,24,60
2025-01-07 05:00:00+00:00,6075,1,10,60
2025-01-07 05:00:00+00:00,6081,1,12,60
2025-01-07 05:00:00+00:00,6083,1,18,60
2025-01-07 05:00:00+00:00,6079,1,21,60
2025-01-08 05:00:00+00:00,6097,1,24,60
2025-01-08 05:00:00+00:00,6037,1,14,60
2025-01-08 05:00:00+00:00,6099,1,9,60
2025-01-08 05:00:00+00:00,6047,1,16,60
2025-01-08 05:00:00+00:00,6081,1,12,60
2025-01-08 05:00:00+00:00,6041,1,26,60
2025-01-08 05:00:00+00:00,6067,1,13,60
2025-01-08 05:00:00+00:00,6055,1,17,60
2025-01-08 05:00:00+00:00,6075,1,10,60
2025-01-08 05:00:00+00:00,6053,1,25,60
2025-01-08 05:00:00+00:00,6085,1,11,60
2025-01-08 05:00:00+00:00,6113,1,30,60
2025-01-09 05:00:00+00:00,6079,1,21,60
2025-01-09 05:00:00+00:00,6081,1,12,60
2025-01-09 05:00:00+00:00,6067,1,13,60
2025-01-09 05:00:00+00:00,6085,1,11,60
2025-01-09 05:00:00+00:00,6075,1,10,60
2025-01-10 05:00:00+00:00,6067,1,13,60
2025-01-10 05:00:00+00:00,6099,1,9,60
2025-01-10 05:00:00+00:00,6053,1,25,60
2025-01-10 05:00:00+00:00,6047,1,16,60
2025-01-10 05:00:00+00:00,6075,1,10,60
2025-01-10 05:00:00+00:00,6055,1,17,60
2025-01-10 05:00:00+00:00,6085,1,11,60
2025-01-10 05:00:00+00:00,6041,1,26,60
2025-01-10 05:00:00+00:00,6081,1,12,60
2025-01-11 05:00:00+00:00,6075,1,10,60
2025-01-11 05:00:00+00:00,6085,1,11,60
2025-01-11 05:00:00+00:00,6081,1,12,60
2025-01-11 05:00:00+00:00,6067,1,13,60
2025-01-12 05:00:00+00:00,6081,1,12,60
2025-01-12 05:00:00+00:00,6075,1,10,60
2025-01-12 05:00:00+00:00,6067,1,13,60
2025-01-12 05:00:00+00:00,6085,1,11,60
2025-01-12 05:00:00+00:00,6037,1,14,60
2025-01-13 05:00:00+00:00,6071,1,15,60
2025-01-13 05:00:00+00:00,6075,1,10,60
2025-01-13 05:00:00+00:00,6081,1,12,60
2025-01-13 05:00:00+00:00,6047,1,16,60
2025-01-13 05:00:00+00:00,6067,1,13,60
2025-01-13 05:00:00+00:00,6085,1,11,60
2025-01-13 05:00:00+00:00,6099,1,9,60
2025-01-13 05:00:00+00:00,6037,1,14,60
2025-01-13 05:00:00+00:00,6079,1,21,60
2025-01-13 05:00:00+00:00,6055,1,17,60
2025-01-14 05:00:00+00:00,6067,1,13,60
2025-01-14 05:00:00+00:00,6081,1,12,60
2025-01-14 05:00:00+00:00,6075,1,10,60
2025-01-14 05:00:00+00:00,6085,1,11,60
2025-01-14 05:00:00+00:00,6079,1,21,60
2025-01-15 05:00:00+00:00,6085,1,11,60
2025-01-15 05:00:00+00:00,6099,1,9,60
2025-01-15 05:00:00+00:00,6047,1,16,60
2025-01-15 05:00:00+00:00,6067,1,13,60
2025-01-15 05:00:00+00:00,6055,1,17,60
2025-01-15 05:00:00+00:00,6081,1,12,60
2025-01-15 05:00:00+00:00,6075,1,10,60
2025-01-16 05:00:00+00:00,6085,1,11,60
2025-01-16 05:00:00+00:00,6067,1,13,60
2025-01-16 05:00:00+00:00,6081,1,12,60
2025-01-16 05:00:00+00:00,6075,1,10,60
2025-01-16 05:00:00+00:00,6079,1,21,60
2025-01-17 05:00:00+00:00,6055,1,17,60
2025-01-17 05:00:00+00:00,6085,1,11,60
2025-01-17 05:00:00+00:00,6047,1,16,60
2025-01-17 05:00:00+00:00,6067,1,13,60
2025-01-17 05:00:00+00:00,6075,1,10,60
2025-01-17 05:00:00+00:00,6081,1,12,60
2025-01-17 05:00:00+00:00,6099,1,9,60
2025-01-18 05:00:00+00:00,6085,1,11,60
2025-01-18 05:00:00+00:00,6067,1,13,60
2025-01-19 05:00:00+00:00,6085,1,11,60
2025-01-19 05:00:00+00:00,6067,1,13,60
2025-01-20 05:00:00+00:00,6047,1,16,60
2025-01-20 05:00:00+00:00,6055,1,17,60
2025-01-20 05:00:00+00:00,6079,1,21,60
2025-01-20 05:00:00+00:00,6081,1,12,60
2025-01-20 05:00:00+00:00,6099,1,9,60
2025-01-20 05:00:00+00:00,6067,1,13,60
2025-01-20 05:00:00+00:00,6085,1,11,60
2025-01-21 05:00:00+00:00,6085,1,11,60
2025-01-21 05:00:00+00:00,6067,1,13,60
2025-01-21 05:00:00+00:00,6079,1,21,60
2025-01-21 05:00:00+00:00,6081,1,12,60
2025-01-22 05:00:00+00:00,6085,1,11,60
2025-01-22 05:00:00+00:00,6055,1,17,60
2025-01-22 05:00:00+00:00,34013,1,32,60
2025-01-22 05:00:00+00:00,34003,1,33,60
2025-01-22 05:00:00+00:00,34039,1,34,60
2025-01-22 05:00:00+00:00,34017,1,35,60
2025-01-22 05:00:00+00:00,6075,1,10,60
2025-01-22 05:00:00+00:00,6099,1,9,60
2025-01-22 05:00:00+00:00,6047,1,16,60
2025-01-22 05:00:00+00:00,6081,1,12,60
2025-01-22 05:00:00+00:00,34031,1,36,60
2025-01-22 05:00:00+00:00,6067,1,13,60
2025-01-23 05:00:00+00:00,6067,1,13,60
2025-01-23 05:00:00+00:00,6085,1,11,60
2025-01-23 05:00:00+00:00,6081,1,12,60
2025-01-23 05:00:00+00:00,6075,1,10,60
2025-01-24 05:00:00+00:00,6067,1,13,60
2025-01-24 05:00:00+00:00,6085,1,11,60
2025-01-24 05:00:00+00:00,6081,1,12,60
2025-01-24 05:00:00+00:00,6075,1,10,60
2025-01-24 05:00:00+00:00,6055,1,17,60
2025-01-24 05:00:00+00:00,6099,1,9,60
2025-01-24 05:00:00+00:00,34013,1,32,60
2025-01-24 05:00:00+00:00,34003,1,33,60
2025-01-24 05:00:00+00:00,34017,1,35,60
2025-01-24 05:00:00+00:00,34039,1,34,60
2025-01-24 05:00:00+00:00,34031,1,36,60
2025-01-25 05:00:00+00:00,6085,1,11,60
2025-01-25 05:00:00+00:00,6075,1,10,60
2025-01-25 05:00:00+00:00,6081,1,12,60
2025-01-25 05:00:00+00:00,6067,1,13,60
2025-01-26 05:00:00+00:00,6067,1,13,60
2025-01-26 05:00:00+00:00,6075,1,10,60
2025-01-26 05:00:00+00:00,6081,1,12,60
2025-01-26 05:00:00+00:00,6085,1,11,60
2025-01-27 05:00:00+00:00,6067,1,13,60
2025-01-27 05:00:00+00:00,6081,1,12,60
2025-01-27 05:00:00+00:00,6075,1,10,60
2025-01-27 05:00:00+00:00,34039,1,34,60
2025-01-27 05:00:00+00:00,34031,1,36,60
2025-01-27 05:00:00+00:00,34017,1,35,60
2025-01-27 05:00:00+00:00,34003,1,33,60
2025-01-27 05:00:00+00:00,6055,1,17,60
2025-01-27 05:00:00+00:00,34013,1,32,60
2025-01-27 05:00:00+00:00,6099,1,9,60
2025-01-27 05:00:00+00:00,6085,1,11,60
2025-01-28 05:00:00+00:00,6085,1,11,60
2025-01-28 05:00:00+00:00,6075,1,10,60
2025-01-28 05:00:00+00:00,6067,1,13,60
2025-01-28 05:00:00+00:00,6081,1,12,60
2025-01-29 05:00:00+00:00,6067,1,13,60
2025-01-29 05:00:00+00:00,34031,1,36,60
2025-01-29 05:00:00+00:00,34039,1,34,60
2025-01-29 05:00:00+00:00,34017,1,35,60
2025-01-29 05:00:00+00:00,6099,1,9,60
2025-01-29 05:00:00+00:00,6081,1,12,60
2025-01-29 05:00:00+00:00,6075,1,10,60
2025-01-29 05:00:00+00:00,34013,1,32,60
2025-01-29 05:00:00+00:00,34003,1,33,60
2025-01-30 05:00:00+00:00,6081,1,12,60
2025-01-30 05:00:00+00:00,6075,1,10,60
2025-01-30 05:00:00+00:00,6085,1,11,60
2025-01-30 05:00:00+00:00,6067,1,13,60
2025-01-31 05:00:00+00:00,6099,1,9,60
2025-02-03 05:00:00+00:00,34039,1,34,60
2025-02-03 05:00:00+00:00,34031,1,36,60
2025-02-03 05:00:00+00:00,34017,1,35,60
2025-02-03 05:00:00+00:00,6085,1,11,60
2025-02-03 05:00:00+00:00,34013,1,32,60
2025-02-03 05:00:00+00:00,34003,1,33,60
2025-02-04 05:00:00+00:00,6067,1,13,60
2025-02-04 05:00:00+00:00,6081,1,12,60
2025-02-05 05:00:00+00:00,6075,1,10,60
2025-02-05 05:00:00+00:00,6081,1,12,60
2025-02-05 05:00:00+00:00,34031,1,36,60
2025-02-05 05:00:00+00:00,34039,1,34,60
2025-02-05 05:00:00+00:00,34017,1,35,60
2025-02-05 05:00:00+00:00,34003,1,33,60
2025-02-05 05:00:00+00:00,34013,1,32,60
2025-02-05 05:00:00+00:00,6067,1,13,60
2025-02-06 05:00:00+00:00,6067,1,13,60
2025-02-06 05:00:00+00:00,6081,1,12,60
2025-02-06 05:00:00+00:00,6075,1,10,60
2025-02-07 05:00:00+00:00,34039,1,34,60
2025-02-07 05:00:00+00:00,6075,1,10,60
2025-02-07 05:00:00+00:00,34013,1,32,60
2025-02-07 05:00:00+00:00,34003,1,33,60
2025-02-07 05:00:00+00:00,34017,1,35,60
2025-02-07 05:00:00+00:00,34031,1,36,60
2025-02-07 05:00:00+00:00,6081,1,12,60
2025-02-07 05:00:00+00:00,6067,1,13,60
2025-02-08 05:00:00+00:00,6075,1,10,60
2025-02-08 05:00:00+00:00,6067,1,13,60
2025-02-08 05:00:00+00:00,6081,1,12,60
2025-02-09 05:00:00+00:00,6081,1,12,60
2025-02-09 05:00:00+00:00,6075,1,10,60
2025-02-10 05:00:00+00:00,34003,1,33,60
2025-02-10 05:00:00+00:00,6075,1,10,60
2025-02-10 05:00:00+00:00,34031,1,36,60
2025-02-10 05:00:00+00:00,34039,1,34,60
2025-02-10 05:00:00+00:00,34017,1,35,60
2025-02-10 05:00:00+00:00,34013,1,32,60
2025-02-10 05:00:00+00:00,6081,1,12,60
2025-02-11 05:00:00+00:00,6075,1,10,60
2025-02-11 05:00:00+00:00,6081,1,12,60
2025-02-11 05:00:00+00:00,6067,1,13,60
2025-02-12 05:00:00+00:00,6081,1,12,60
2025-02-12 05:00:00+00:00,6075,1,10,60
2025-02-12 05:00:00+00:00,34031,1,36,60
2025-02-12 05:00:00+00:00,34039,1,34,60
2025-02-12 05:00:00+00:00,34017,1,35,60
2025-02-12 05:00:00+00:00,34003,1,33,60
2025-02-12 05:00:00+00:00,6067,1,13,60
2025-02-12 05:00:00+00:00,34013,1,32,60
2025-02-13 05:00:00+00:00,6081,1,12,60
2025-02-13 05:00:00+00:00,6075,1,10,60
2025-02-13 05:00:00+00:00,6067,1,13,60
2025-02-14 05:00:00+00:00,6067,1,13,60
2025-02-14 05:00:00+00:00,34039,1,34,60
2025-02-14 05:00:00+00:00,34013,1,32,60
2025-02-14 05:00:00+00:00,34003,1,33,60
2025-02-14 05:00:00+00:00,34017,1,35,60
2025-02-14 05:00:00+00:00,34031,1,36,60
2025-02-15 05:00:00+00:00,6067,1,13,60
